"CODIGO";"DESCRIPCION";"LATITUD";"LONGITUD";"DIRECION";"CP";"POBLACION";"PROVINCIA";"PAIS";"CERCANIAS";"FEVE";"COMUN"
"67207";"RUBIELOS DE MORA";"40.1180060";"-0.7734630";"Ctra. Te-V-6005 - Estación Ferrocarril, S/N";"44477";"RUBIELOS DE MORA";"TERUEL";"ESPAÑA";"NO";"NO";""
"67208";"BARRACAS";"40.0117400";"-0.6961510";"Avda. Estación Ferrocarril, 9";"12420";"BARRACAS";"CASTELLÓN/CASTELLÓ";"ESPAÑA";"NO";"NO";""
"67215";"SEGORBE-CIUDAD";"39.8471755";"-0.4823544";"Explanada de la Estación 2";"12400";"SEGORBE";"CASTELLÓN/CASTELLÓ";"ESPAÑA";"SI";"NO";""
"69001";"GENOVÉS";"38.9877300";"-0.4798800";"C/ Estación Ferrocarril, S/N";"46894";"GENOVÉS";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
"69002";"BENIGÀNIM";"38.9384990";"-0.4534240";"Avda. Balneari de Bellus, S/N";"46830";"BENIGÀNIM";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
"69003";"LA POBLA DEL DUC";"38.9076060";"-0.4533860";"C/ Estación Ferrocarril, S/N";"46840";"POBLA DEL DUC (LA)";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
"69004";"MONTABERNER";"38.8841350";"-0.4916190";"Avda. Estación Ferrocarril, 20";"46892";"MONTAVERNER";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
"69005";"BUFALÍ";"38.8674050";"-0.5104780";"C/ Estación Ferrocarril, S/N";"46891";"BUFALI";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
"69006";"ALBAIDA";"38.8456450";"-0.5181290";"Acceso A Través de la Rotonda Cv-60, Av. Fora-Fora y Av. de la Fira, S/N";"46860";"ALBAIDA";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
"69007";"AGULLENT";"38.8305690";"-0.5511830";"C/ Estación Ferrocarril, S/N";"46890";"AGULLENT";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
"69008";"ONTINYENT";"38.8096920";"-0.6024570";"Ctra. Cv-6620 - Poligono Urbano, 2";"46870";"ONTINYENT";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
"69009";"AGRES";"38.7968290";"-0.5217440";"C/ Estación Ferrocarril, S/N";"03837";"AGRES";"ALICANTE/ALACANT";"ESPAÑA";"NO";"NO";""
"69010";"COCENTAINA";"38.7406180";"-0.4467890";"C/ Pujada A Santa Barbara, 29";"03820";"COCENTAINA";"ALICANTE/ALACANT";"ESPAÑA";"NO";"NO";""
"69011";"ALCOI";"38.7093490";"-0.4702470";"Avda. Tirant Lo Blanc, 8";"03804";"ALCOY/ALCOI";"ALICANTE/ALACANT";"ESPAÑA";"NO";"NO";""
"70002";"ASAMBLEA DE MADRID-ENTREVÍAS";"40.3818618";"-3.6680454";"C/ Puerto de Balbaran, 46 --- Avda. de Entrevias, 105";"28018";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";""
"70003";"EL POZO";"40.3760377";"-3.6561407";"Avda. de Entrevias, S/N --- C/ Puerto de Balbaran, S/N";"28031";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";""
"70005";"VALLECAS";"40.3823640";"-3.6230420";"C/ Sierra de Guadalupe S/N";"28031";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";""
"70100";"VICÁLVARO";"40.4012524";"-3.5958970";"C/ San Cipriano S/N /c/ Lago Michigan S/N";"28052";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";""
"70101";"SAN FERNANDO DE HENARES";"40.4427805";"-3.5339866";"Avda. San Pablo, 2";"28830";"COSLADA";"MADRID";"ESPAÑA";"SI";"NO";""
"70102";"TORREJÓN DE ARDOZ";"40.4547895";"-3.4797300";"Paseo de la Estación S/N";"28850";"TORREJÓN DE ARDOZ";"MADRID";"ESPAÑA";"SI";"NO";""
"70103";"ALCALÁ DE HENARES";"40.4890814";"-3.3662457";"Pla. de la Estación, S/N";"28807";"ALCALÁ DE HENARES";"MADRID";"ESPAÑA";"SI";"NO";""
"70104";"MECO";"40.5346731";"-3.2986806";"Carretera Estacion Ferrocarril S/N, Meco (Madrid)";"28880";"MECO";"MADRID";"ESPAÑA";"SI";"NO";""
"70105";"AZUQUECA";"40.5610770";"-3.2653970";"Paseo de la Estación, S/N";"19200";"AZUQUECA DE HENARES";"GUADALAJARA";"ESPAÑA";"SI";"NO";""
"70107";"ALCALÁ DE HENARES-UNIVERSIDAD";"40.5054303";"-3.3353258";"Ctra. del Campus, S/N";"28807";"ALCALÁ DE HENARES";"MADRID";"ESPAÑA";"SI";"NO";""
"70108";"COSLADA";"40.4232370";"-3.5611109";"Calle del Doctor Fleming S/N, Coslada (Madrid)";"21820";"COSLADA";"MADRID";"ESPAÑA";"SI";"NO";""
"70109";"SANTA EUGENIA";"40.3869545";"-3.6089855";"Avda. de Santa Eugenia S/N";"28031";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";""
"70111";"LA GARENA";"40.4805448";"-3.3930055";"C/ Fausto Elhuyar, S/N --- C/arturo Soria, S/N";"28806";"ALCALÁ DE HENARES";"MADRID";"ESPAÑA";"SI";"NO";""
"70112";"SOTO DEL HENARES";"40.4639640";"-3.4414076";"C/ Jorge Oteiza, S/N";"28850";"YUNQUERA DE HENARES";"MADRID";"ESPAÑA";"SI";"NO";""
"70200";"GUADALAJARA";"40.6441928";"-3.1822602";"C/ Francisco Aritio, S/N";"19004";"GUADALAJARA";"GUADALAJARA";"ESPAÑA";"SI";"NO";"GUADA"
"70202";"YUNQUERA DE HENARES";"40.7470130";"-3.1632260";"Paseo Estación Ferrocarril, S/N";"19210";"YUNQUERA DE HENARES";"GUADALAJARA";"ESPAÑA";"NO";"NO";""
"70204";"HUMANES DE MOHERNANDO";"40.8312730";"-3.1388600";"Paseo Estación Ferrocarril, S/N";"19229";"HUMANES";"GUADALAJARA";"ESPAÑA";"NO";"NO";""
"70207";"ESPINOSA DE HENARES";"40.9096860";"-3.0731570";"Paseo Estación Ferrocarril, S/N";"19292";"COPERNAL";"GUADALAJARA";"ESPAÑA";"NO";"NO";""
"70208";"CARRASCOSA DE HENARES";"40.9059800";"-3.0143520";"Paseo El Apeadero, S/N";"19247";"ESPINOSA DE HENARES";"GUADALAJARA";"ESPAÑA";"NO";"NO";""
"70209";"JADRAQUE";"40.9302290";"-2.9359350";"Ctra. Estación Ferrocarril, S/N";"19240";"JADRAQUE";"GUADALAJARA";"ESPAÑA";"NO";"NO";""
"70210";"MATILLAS";"40.9538080";"-2.8432600";"Ctra. de Cendejas, Estación del Ferrocarril, Matillas (Guadalajara)";"19294";"MATILLAS";"GUADALAJARA";"ESPAÑA";"NO";"NO";""
"70300";"BAIDES";"41.0048640";"-2.7856350";"C/ Estación Ferrocarril, S/N";"19295";"BAIDES";"GUADALAJARA";"ESPAÑA";"NO";"NO";""
"70302";"SIGÜENZA";"41.0714170";"-2.6464070";"C/ Alfonso Vi, S/N";"19250";"SIGÜENZA";"GUADALAJARA";"ESPAÑA";"NO";"NO";""
"70400";"TORRALBA";"41.1366170";"-2.4929520";"Barrio Estación Ferrocarril, S/N";"42230";"MEDINACELI";"SORIA";"ESPAÑA";"NO";"NO";""
"70401";"MEDINACELI";"41.1652070";"-2.4212410";"Pza. Estación Ferrocarril, S/N";"42240";"MEDINACELI";"SORIA";"ESPAÑA";"NO";"NO";""
"70403";"ARCOS DE JALÓN";"41.2158540";"-2.2789980";"Pla. Estación Ferrocarril, S/N";"42250";"ARCOS DE JALÓN";"SORIA";"ESPAÑA";"NO";"NO";""
"70404";"SANTA MARÍA DE HUERTA";"41.2644210";"-2.1775250";"C/ Estación Ferrocarril, S/N";"42260";"SANTA MARÍA DE HUERTA";"SORIA";"ESPAÑA";"NO";"NO";""
"70405";"MONREAL DE ARIZA";"41.2987670";"-2.1104480";"Ctra. Cv-937 - Estación Ferrocarril, S/N";"50291";"MONREAL DE ARIZA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70500";"ARIZA";"41.3098000";"-2.0594110";"C/ Estación Ferrocarril, S/N";"50220";"ARIZA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70501";"CETINA";"41.2959780";"-1.9618110";"C/ Pallares, S/N";"50292";"CETINA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70502";"ALHAMA DE ARAGÓN";"41.2943980";"-1.9044540";"Ctra. Estación Ferrocarril, S/N";"50230";"ALHAMA DE ARAGÓN";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70503";"BUBIERCA";"41.3171900";"-1.8551980";"Ctra. N - Ii --- Estación Ferrocarril, S/N";"50239";"BUBIERCA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70504";"ATECA";"41.3246590";"-1.7852680";"Av. San Blas, S/N";"50200";"ATECA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70505";"TERRER";"41.3222180";"-1.7092540";"C/ Estación Ferrocarril, S/N";"50293";"TERRER";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70600";"CALATAYUD";"41.3466920";"-1.6386800";"Pl. Estación Ferrocarril, S/N";"50300";"CALATAYUD";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70602";"EMBID DE JALÓN";"41.4216760";"-1.5921270";"Ctra. Cv - 901 --- Estación Ferrocarril, S/N";"50336";"CALATAYUD";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70603";"PARACUELLOS-SABIÑÁN";"41.4293100";"-1.5674830";"Ctra. Cv-901 - Estación Ferrocarril, S/N";"50299";"PARACUELLOS DE LA RIBERA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70604";"SABIÑÁN";"41.4439810";"-1.5714740";"Ctra. Cv-901 - Estación Ferrocarril, S/N";"50299";"SABIÑÁN";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70605";"MORÉS";"41.4786670";"-1.5662380";"Paseo Estación Ferrocarril, S/N";"50240";"MORÉS";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70606";"PURROY";"41.4772360";"-1.5404460";"Ctra. Zp-1129 - Estación Ferrocarril, S/N";"50247";"MORÉS";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70607";"MORATA DE JALÓN";"41.4754670";"-1.4797210";"C/ Estación Ferrocarril, S/N";"50260";"MORATA DE JALÓN";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70700";"RICLA-LA ALMUNIA";"41.5013940";"-1.4034500";"Avda. Goya, S/N";"50270";"RICLA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70701";"CALATORAO";"41.5286920";"-1.3605450";"Av. Doctor Carnicero, S/N ";"50280";"CALATORAO";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70702";"SALILLAS DE JALÓN";"41.5679400";"-1.3258480";"Av. Estación Ferrocarril, S/N";"50294";"SALILLAS DE JALÓN";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70703";"ÉPILA";"41.6093300";"-1.3010430";"C/ Camino Estación Ferrocarril, S/N";"50290";"ÉPILA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70704";"RUEDA DE JALÓN-LUMPIAQUE";"41.6388920";"-1.2816670";"Ctra. A-2304 - Estación Ferrocarril, S/N";"50295";"RUEDA DE JALÓN";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70705";"PLASENCIA DE JALÓN";"41.6893500";"-1.2342370";"Avda. Estación Ferrocarril - Barrio de la Venta, 6";"50296";"PLASENCIA DE JALÓN";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70706";"GRISÉN";"41.7452610";"-1.1659240";"Av. Estación Ferrocarril, S/N";"50297";"GRISÉN";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70800";"CASETAS";"41.7226479";"-1.0201916";"Av. Constitucion, S/N";"50620";"ZARAGOZA";"ZARAGOZA";"ESPAÑA";"SI";"NO";""
"70801";"UTEBO";"41.7108644";"-0.9985828";"C/. Estación Ferrocarril S/N";"50180";"UTEBO";"ZARAGOZA";"ESPAÑA";"SI";"NO";""
"70806";"ZARAGOZA-PORTILLO";"41.6527361";"-0.8958759";"C/. Manuel Escoriaza y Fabro S/N";"50010";"ZARAGOZA";"ZARAGOZA";"ESPAÑA";"SI";"NO";"ZARAG"
"70807";"ZARAGOZA-GOYA";"41.6438779";"-0.8912574";"Av. de Goya 51";"50006";"ZARAGOZA";"ZARAGOZA";"ESPAÑA";"SI";"NO";"ZARAG"
"71100";"ZARAGOZA-MIRAFLORES";"41.6334311";"-0.8681653";"Camino del Junco 160";"50013";"ZARAGOZA";"ZARAGOZA";"ESPAÑA";"SI";"NO";"ZARAG"
"71103";"FUENTES DE EBRO";"41.5150650";"-0.6186250";"Av. Lorenzo Pardo, S/N";"50740";"FUENTES DE EBRO";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71105";"QUINTO";"41.4195280";"-0.4906730";"C/ Camino de la Estación, S/N";"50770";"QUINTO";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71108";"LA ZAIDA-SÁSTAGO";"41.3205420";"-0.4271150";"Av. Zaragoza, S/N";"50784";"ZAIDA (LA)";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71200";"LA PUEBLA DE HÍJAR";"41.2244000";"-0.4385950";"Pla. del Reino de Aragon, 1";"44510";"PUEBLA DE HÍJAR (LA)";"TERUEL";"ESPAÑA";"NO";"NO";""
"71201";"SAMPER";"41.1821830";"-0.3687610";"Ctra. Estación Ferrocarril, S/N";"44520";"SAMPER DE CALANDA";"TERUEL";"ESPAÑA";"NO";"NO";""
"71204";"CASPE";"41.2397380";"-0.0427010";"Pl. Obispo Cubeles, 15";"50700";"CASPE";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71205";"VAL DE PILAS";"41.2300560";"0.07014500";"Camino de la Fresa - Estación Ferrocarril, S/N";"50709";"CASPE";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71206";"FABARA";"41.2344050";"0.14328400";"Ctra. A - 144 --- Estación de Ferrocarril, S/N";"50793";"FABARA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71207";"NONASPE";"41.2137880";"0.24247200";"Ctra. A-2411 - Estación Ferrocarril, S/N";"50794";"NONASPE";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71208";"FAIÓ-LA POBLA DE MASSALUCA";"41.2250555";"0.35110259";"Ctra. Tv - 7231 --- Estació de Ferrocarril, S/N";"43783";"POBLA DE MASSALUCA (LA)";"TARRAGONA";"ESPAÑA";"NO";"NO";""
"71209";"RIBA-ROJA D'EBRE";"41.2485594";"0.48103178";"Ctra. Tv-7411 - Estació Ferrocarril, S/N";"43790";"RIBA-ROJA D'EBRE";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71210";"FLIX";"41.2293651";"0.54010012";"Pl. Sant Jaume, S/N";"43750";"FLIX";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71211";"ASCÓ";"41.1823727";"0.56902524";"Pla. de la Estacio, S/N";"43791";"ASCÓ";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71300";"MÓRA LA NOVA";"41.1065823";"0.65321819";"Camí L'Estació Ferrocarril, S/N";"43770";"MÓRA LA NOVA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71302";"CAPÇANES";"41.1020902";"0.78036099";"Ctra. Tv-3002 --- C/ de Llaberia - Estación Ferrocarril, S/N";"43776";"CAPÇANES";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71303";"MARÇÀ-FALSET";"41.1309421";"0.81041774";"Ctra. T - 300 --- Estació Ferrocarril, S/N";"43775";"MARÇÀ";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71304";"PRADELL";"41.1333595";"0.85865032";"Ctra. Tv-3223 - Estació Ferrocarril, S/N";"43774";"PRADELL DE LA TEIXETA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71305";"DUESAIGÜES-L'ARGENTERA";"41.1436928";"0.92087096";"Ctra. T - 343 --- Estación Ferrocarril, S/N";"43773";"ARGENTERA (L')";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71306";"RIUDECANYES-BOTARELL";"41.1400577";"0.97574775";"Ctra. T-3131 - Estació Ferrocarril, S/N";"43771";"RIUDECANYES";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71307";"LES BORGES DEL CAMP";"41.1665064";"1.02213230";"C/ Estació Ferrocarril, S/N";"43350";"BORGES DEL CAMP (LES)";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71400";"REUS";"41.1605229";"1.10008978";"Pl. de L'Estació Ferrocarril, S/N";"43203";"REUS";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71401";"VILA-SECA";"41.1128193";"1.15037877";"C/ de Galcerán de Pinós, S/N";"43480";"VILA-SECA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71500";"TARRAGONA";"41.1115636";"1.25322776";"Passeig de Espanya, S/N";"43004";"TARRAGONA";"TARRAGONA";"ESPAÑA";"SI";"NO";"TARRA"
"71502";"ALTAFULLA-TAMARIT";"41.1366479";"1.37341488";"Ctra. Tv - 2023 - C/ de la Fassina - Estación Ferrocarril, S/N";"43008";"TARRAGONA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71503";"TORREDEMBARRA";"41.1427923";"1.40578377";"Passeig de Miramar, 118";"43830";"TORREDEMBARRA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71600";"SANT VICENÇ DE CALDERS";"41.1862102";"1.52480358";"C/ de L'Estació";"43880";"VENDRELL (EL)";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71700";"VILANOVA I LA GELTRÚ";"41.2203207";"1.73077249";"Pl. Eduard Maristany, S/N";"08800";"VILANOVA I LA GELTRÚ";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71801";"BARCELONA-SANTS";"41.3798632";"2.14101688";"Pl. Dels Països Catalans, 1 - 7";"08014";"BARCELONA";"BARCELONA";"ESPAÑA";"SI";"NO";"BARCE"
"71802";"BARCELONA-PASSEIG DE GRÀCIA";"41.3920862";"2.16533862";"Passeig de Gracia --- Esquina C/ D' Arago, S/N";"08007";"BARCELONA";"BARCELONA";"ESPAÑA";"SI";"NO";"BARCE"
"72101";"RODA DE MAR";"41.1864204";"1.45520767";"C/ Les Flores, S/N";"43883";"RODA DE BARÀ";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"72305";"L'HOSPITALET DE LLOBREGAT";"41.3642038";"2.10091749";"Avg.  Josep Tarradellas, 192";"08901";"HOSPITALET DE LLOBREGAT (L')";"BARCELONA";"ESPAÑA";"SI";"NO";""
"73001";"PUIGVERD DE LLEIDA-ARTESA";"41.5537015";"0.73342706";"Ctra. Lv-7022 - Estació Ferrocarril, 6";"25153";"PUIGVERD DE LLEIDA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"73002";"JUNEDA";"41.5439328";"0.82554185";"C/ de Prat de la Riba, S/N";"25430";"JUNEDA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"73003";"LES BORGES BLANQUES";"41.5213973";"0.87791022";"Camí del Carro, S/N";"25400";"BORGES BLANQUES (LES)";"LLEIDA";"ESPAÑA";"SI";"NO";""
"73004";"LA FLORESTA";"41.5042013";"0.924432  ";"Ctra. Lv - 2012 --- Estació Ferrocarril, S/N";"25413";"FLORESTA (LA)";"LLEIDA";"ESPAÑA";"SI";"NO";""
"73005";"VINAIXA";"41.4251410";"0.97037370";"Ctra. Albí, 34";"25440";"VINAIXA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"73006";"VIMBODÍ I POBLET";"41.4027277";"1.04603327";"C/ de Castellfollit";"43430";"VIMBODÍ I POBLET";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73007";"L'ESPLUGA DE FRANCOLÍ";"41.4006616";"1.10336094";"Camí de L'Estació Ferrorarril, S/N";"43440";"ESPLUGA DE FRANCOLÍ (L')";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73008";"MONTBLANC";"41.3766254";"1.16554869";"Av. de L'Estació, 1";"43400";"MONTBLANC";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73009";"VILAVERD";"41.3376633";"1.17653235";"C/ Major, S/N";"43490";"VILAVERD";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73010";"LA RIBA";"41.3184926";"1.18131260";"Ctra. Tv - 7044 --- Estación Ferrocarril, S/N";"43450";"RIBA (LA)";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73100";"LA PLANA-PICAMOIXONS";"41.3061987";"1.19488293";"Ctra. T - 743 --- Km. 553 --- Estació Ferrocarril, S/N";"43491";"VALLS";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73101";"ALCOVER";"41.2616066";"1.17416002";"Passeig de la Estacio, S/N";"43460";"ALCOVER";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73102";"LA SELVA DEL CAMP";"41.2111544";"1.14396003";"Passeig L'Estació Ferrocarril, S/N";"43470";"SELVA DEL CAMP (LA)";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"74200";"HUESCA";"42.1335940";"-0.4097450";"C/ José Gil Cavez, 10";"22005";"HUESCA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74204";"AYERBE";"42.2756100";"-0.6825690";"Ctra. A - 1206 --- Avda. Laorre, S/N";"22800";"AYERBE";"HUESCA";"ESPAÑA";"NO";"NO";""
"74206";"RIGLOS";"42.3447560";"-0.7315990";"C/ Estación Ferrocarril, S/N";"22808";"PEÑAS DE RIGLOS (LAS)";"HUESCA";"ESPAÑA";"NO";"NO";""
"74207";"SANTA MARÍA Y LA PEÑA";"42.3803900";"-0.6956470";"C/ Estación Ferrocarril, S/N";"22820";"PEÑAS DE RIGLOS (LAS)";"HUESCA";"ESPAÑA";"NO";"NO";""
"74208";"ANZÁNIGO";"42.4032890";"-0.6433440";"C/ Estación Ferrocarril, S/N";"22830";"JACA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74209";"CALDEARENAS-AQUILUÉ";"42.3979730";"-0.4993090";"C/ Estación Ferrocarril, S/N";"22624";"CALDEARENAS";"HUESCA";"ESPAÑA";"NO";"NO";""
"74211";"SABIÑÁNIGO";"42.5204460";"-0.3730850";"C/ Serrablo, 2";"22600";"SABIÑÁNIGO";"HUESCA";"ESPAÑA";"NO";"NO";""
"74213";"JACA";"42.5783030";"-0.5392310";"C/ Estación Ferrocarril, S/N";"22700";"JACA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74214";"CASTIELLO-PUEBLO";"42.6281100";"-0.5462910";"Av. Francia, S/N ";"22710";"CASTIELLO DE JACA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74216";"VILLANÚA";"42.6887450";"-0.5234600";"C/ Estación Ferrocarril, S/N";"22870";"VILLANÚA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74217";"CANFRANC";"42.7514710";"-0.5146410";"Av. de Fernando El Catolico, 2";"22880";"CANFRANC";"HUESCA";"ESPAÑA";"NO";"NO";""
"75101";"ALCOLETGE";"41.6542670";"0.68570700";"";"25660";"ALCOLETGE";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75102";"VILANOVA DE LA BARCA";"41.6873810";"0.72789800";"";"25690";"VILANOVA DE LA BARCA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75103";"TÉRMENS";"41.7165250";"0.76304600";"";"25670";"TÉRMENS";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75104";"VALLFOGONA DE BALAGUER";"41.7557510";"0.80561200";"";"25680";"VALLFOGONA DE BALAGUER";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75105";"BALAGUER";"41.7893330";"0.81475000";"";"25600";"BALAGUER";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75106";"GERB";"41.8233290";"0.81202300";"";"25614";"OS DE BALAGUER";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75107";"SANT LLORENÇ DE MONTGAI";"41.8664090";"0.83242400";"";"25613";"CAMARASA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75108";"VILANOVA DE LA SAL";"41.9120660";"0.83030500";"";"25612";"AVELLANES I SANTA LINYA (LES)";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75109";"SANTA LIÑA";"41.9317760";"0.85243300";"";"25612";"AVELLANES I SANTA LINYA (LES)";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75110";"AGER";"42.0067390";"0.85161700";"";"25691";"ÀGER";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75111";"CELLERS-LLIMIANA";"42.0586990";"0.88286800";"";"25631";"CASTELL DE MUR";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75112";"GUARDIA DE TREMP";"42.1014190";"0.88804700";"";"25632";"SANT ESTEVE DE LA SARGA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75113";"PALAU-PUIGCERCOS";"42.1469550";"0.89244100";"";"25630";"TREMP";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75114";"TREMP";"42.1673640";"0.89113700";"";"25620";"TREMP";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75115";"SALAS DE PALLARS";"42.2068450";"0.94044700";"";"25693";"SALÀS DE PALLARS";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75116";"LA POBLA DE SEGUR";"42.2398540";"0.96610700";"";"25500";"POBLA DE SEGUR (LA)";"LLEIDA";"ESPAÑA";"SI";"NO";""
"76001";"SALOMÓ";"41.2234416";"1.37662504";"Ctra. T-202 - Estació Ferrocarril, S/N";"43885";"SALOMÓ";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"76002";"VILABELLA";"41.2395473";"1.31749155";"Ctra. Tv-2032 - Estació Ferrocarril, S/N";"43886";"VILABELLA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"76003";"NULLES-BRÀFIM";"41.2503192";"1.29750259";"Passeig de L'Estació Ferrocarril, 1";"43887";"NULLES";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"76004";"VALLS";"41.2896079";"1.25865179";"Pl. de L'Estació, S/N";"43800";"VALLS";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"78005";"VILLANUEVA DE GÁLLEGO";"41.7655100";"-0.8222040";"C/ Estación Ferrocarril, S/N";"50830";"VILLANUEVA DE GÁLLEGO";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"78200";"TARDIENTA";"41.9757160";"-0.5382230";"Pl. Estación Ferrocarril, S/N";"22240";"TARDIENTA";"HUESCA";"ESPAÑA";"NO";"NO";""
"78201";"GRAÑÉN";"41.9380330";"-0.3693290";"C/ Ronda de Aragon, S/N";"22260";"GRAÑÉN";"HUESCA";"ESPAÑA";"NO";"NO";""
"78203";"SARIÑENA";"41.8175290";"-0.1707600";"Barrio Estación Ferrocarril, S/N";"22200";"SARIÑENA";"HUESCA";"ESPAÑA";"NO";"NO";""
"78301";"MONZÓN-RÍO CINCA";"41.9136790";"0.19693900";"Pl. Estación Ferrocarril, S/N";"22400";"MONZÓN";"HUESCA";"ESPAÑA";"NO";"NO";""
"78302";"BINÉFAR";"41.8497680";"0.29147800";"Avda. de Aragon, S/N";"22500";"BINÉFAR";"HUESCA";"ESPAÑA";"NO";"NO";""
"78400";"LLEIDA-PIRINEUS";"41.6201300";"0.63365328";"Pl. Berenguer Iv, S/N";"25007";"LLEIDA";"LLEIDA";"ESPAÑA";"SI";"NO";""
